Altitude,Latitude,Longitude,Course,HorizontalAccuracy,Lifespan,Speed,Timestamp,Type,VerticalAccuracy,
47,50.87102,-1.265074,150,5,30,1.08,1412579995.133,1,3,
47,50.871012,-1.265064,150,5,30,1.27,1412579996.139,1,3,
47,50.871003,-1.265052,150,5,30,1.4,1412579997.14,1,3,
47,50.870996,-1.265041,150,5,30,1.54,1412579998.102,1,3,
47,50.870984,-1.265029,148,5,30,1.83,1412579999.08,1,3,
47,50.870969,-1.265012,149,5,30,1.88,1412580000.13,1,3,
47,50.870971,-1.264948,147,5,30,1.77,1412580001.128,1,3,
47,50.870954,-1.26493,147,5,30,1.67,1412580002.095,1,3,
47,50.870944,-1.264919,147,5,30,1.43,1412580003.108,1,3,
47,50.87094,-1.264915,147,5,30,0.27,1412580004.098,1,3,
47,50.870939,-1.264915,147,5,30,0.37,1412580005.073,1,3,
47,50.87094,-1.264916,147,5,30,1.79,1412580006.076,1,3,
47,50.870939,-1.264915,147,5,30,0,1412580007.065,1,3,
47,50.870942,-1.264917,147,5,30,0.88,1412580008.079,1,3,
47,50.870942,-1.264917,147,5,30,0.85,1412580009.117,1,3,
47,50.870934,-1.264909,147,5,30,0.86,1412580010.098,1,3,
47,50.870932,-1.264907,147,5,30,2.2,1412580011.064,1,3,
47,50.870884,-1.264891,139,5,30,2.17,1412580012.07,1,3,
47,50.870869,-1.264873,139,5,30,1.88,1412580013.094,1,3,
47,50.87086,-1.264859,139,5,30,1.4,1412580014.082,1,3,
47,50.870858,-1.264853,139,5,30,0.49,1412580015.073,1,3,
47,50.870858,-1.264851,139,5,30,0.37,1412580016.064,1,3,
47,50.870852,-1.264845,139,5,30,0.79,1412580017.066,1,3,
47,50.870847,-1.26484,139,5,30,0.57,1412580018.069,1,3,
47,50.87084,-1.264836,139,5,30,0.64,1412580019.057,1,3,
47,50.87083,-1.264823,139,5,30,1.57,1412580020.058,1,3,
47,50.870809,-1.264794,139,5,30,2.52,1412580021.074,1,3,
47,50.870794,-1.26477,139,5,30,2.63,1412580022.073,1,3,
47,50.870784,-1.264753,139,5,30,1.53,1412580023.074,1,3,
47,50.870779,-1.264746,139,5,30,0.42,1412580024.071,1,3,
47,50.870778,-1.264747,139,5,30,0.19,1412580025.074,1,3,
47,50.870774,-1.264744,139,5,30,0.24,1412580026.07,1,3,
47,50.870774,-1.264744,139,5,30,0.19,1412580027.071,1,3,
47,50.870773,-1.264742,139,5,30,0,1412580028.068,1,3,
47,50.870773,-1.264742,139,5,30,0,1412580029.092,1,3,
47,50.870771,-1.26474,139,5,30,0,1412580030.084,1,3,
47,50.870774,-1.264744,139,5,30,0,1412580031.075,1,3,
47,50.870774,-1.264743,139,5,30,0,1412580032.069,1,3,
47,50.870773,-1.264743,139,5,30,0,1412580033.074,1,3,
48,50.870773,-1.264742,139,5,30,0,1412580034.072,1,3,
48,50.870773,-1.264743,139,5,30,0,1412580035.075,1,3,
48,50.870768,-1.264731,139,5,30,0.74,1412580036.069,1,3,
48,50.870754,-1.264702,139,5,30,3.3,1412580037.087,1,3,
48,50.870705,-1.264598,121,5,30,4.26,1412580038.11,1,3,
48,50.870692,-1.264575,121,5,30,6.56,1412580039.092,1,3,
48,50.870678,-1.264533,130,5,30,6.53,1412580040.065,1,3,
48,50.870589,-1.264383,135,5,30,9.56,1412580041.075,1,3,
48,50.870513,-1.264281,135,5,30,11.06,1412580042.099,1,3,
48,50.870423,-1.264164,135,5,30,12.52,1412580043.131,1,3,
48,50.870356,-1.264017,130,5,30,12.49,1412580044.102,1,3,
48,50.870274,-1.263863,130,5,30,14.5,1412580045.09,1,3,
48,50.870193,-1.263708,127,5,30,14.49,1412580046.081,1,3,
47,50.870114,-1.263547,128,5,30,14.42,1412580047.071,1,3,
47,50.870044,-1.263385,120,5,30,14.41,1412580048.064,1,3,
47,50.869986,-1.263226,120,5,30,13.91,1412580049.074,1,3,
47,50.869923,-1.263055,120,5,30,13.87,1412580050.076,1,3,
46,50.869858,-1.262869,118,5,30,12.69,1412580051.078,1,3,
46,50.869823,-1.262748,113,5,30,12.23,1412580052.136,1,4,
46,50.869778,-1.262548,109,5,30,12.17,1412580053.138,1,4,
46,50.869749,-1.262419,109,5,30,11.8,1412580054.117,1,4,
46,50.869723,-1.262352,63,5,30,10.36,1412580055.072,1,4,
46,50.869762,-1.26221,72,5,30,9.39,1412580056.093,1,4,
45,50.869782,-1.262108,72,5,30,8.36,1412580057.145,1,4,
45,50.869805,-1.261991,72,5,30,8.79,1412580058.128,1,3,
45,50.869841,-1.261867,67,5,30,8.67,1412580059.128,1,3,
45,50.869855,-1.261757,90,5,30,7.46,1412580060.099,1,3,
45,50.869824,-1.261713,143,5,30,7.29,1412580061.097,1,3,
45,50.869699,-1.261567,139,5,30,8.15,1412580062.113,1,3,
45,50.869633,-1.261496,139,5,30,10.28,1412580063.118,1,3,
45,50.869541,-1.261373,139,5,30,11.76,1412580064.121,1,3,
46,50.869472,-1.261275,129,5,30,11.44,1412580065.115,1,3,
46,50.869412,-1.261117,118,5,30,12.29,1412580066.1,1,3,
46,50.869376,-1.260991,113,5,30,12.04,1412580067.108,1,3,
46,50.869339,-1.260826,108,5,30,11.89,1412580068.103,1,3,
45,50.869312,-1.260628,98,5,30,13.25,1412580069.071,1,3,
45,50.869312,-1.26044,94,5,30,13.87,1412580070.108,1,3,
45,50.869312,-1.260227,91,5,30,14.4,1412580071.118,1,3,
45,50.869317,-1.260012,88,5,30,14.28,1412580072.116,1,3,
45,50.869321,-1.2598,86,5,30,14.77,1412580073.113,1,3,
45,50.869334,-1.259591,85,5,30,14.75,1412580074.102,1,3,
45,50.869341,-1.259387,85,5,30,14.31,1412580075.094,1,3,
44,50.869355,-1.259184,85,5,30,14.19,1412580076.101,1,3,
44,50.869364,-1.258994,85,5,30,13.46,1412580077.098,1,3,
44,50.869376,-1.258811,85,5,30,13.44,1412580078.084,1,3,
44,50.869387,-1.258627,85,5,30,12.29,1412580079.103,1,3,
44,50.869395,-1.258454,85,5,30,12.28,1412580080.111,1,3,
44,50.869405,-1.258301,85,5,30,11.51,1412580081.091,1,3,
44,50.869409,-1.258156,85,5,30,10.92,1412580082.088,1,3,
44,50.869416,-1.258023,87,5,30,9.25,1412580083.086,1,3,
45,50.869421,-1.257918,91,5,30,9.24,1412580084.084,1,3,
44,50.869415,-1.257811,93,5,30,7.41,1412580085.111,1,3,
44,50.869412,-1.257709,94,5,30,6.72,1412580086.124,1,3,
44,50.869405,-1.257625,97,5,30,5.55,1412580087.105,1,3,
44,50.869401,-1.257546,97,5,30,5.54,1412580088.1,1,3,
44,50.869395,-1.257512,97,5,30,3.06,1412580089.08,1,3,
44,50.869389,-1.257459,101,5,30,3.18,1412580090.136,1,3,
44,50.86939,-1.257415,101,5,30,2.41,1412580091.128,1,3,
44,50.869386,-1.25738,101,5,30,2.41,1412580092.073,1,3,
44,50.869381,-1.257369,101,5,30,1.46,1412580093.073,1,3,
44,50.869379,-1.257347,101,5,30,1.45,1412580094.073,1,3,
44,50.869385,-1.257344,101,5,30,0,1412580095.078,1,3,
44,50.869385,-1.257347,101,5,30,0,1412580096.073,1,3,
44,50.869385,-1.257346,101,5,30,0,1412580097.073,1,3,
44,50.869385,-1.257348,101,5,30,0,1412580098.071,1,3,
44,50.869384,-1.257343,101,5,30,0,1412580099.082,1,3,
44,50.869385,-1.257345,101,5,30,0,1412580100.102,1,4,
44,50.869384,-1.257343,101,5,30,0,1412580101.112,1,4,
44,50.869384,-1.257339,101,5,30,0,1412580102.092,1,4,
44,50.869385,-1.257345,101,10,30,0,1412580103.068,1,4,
44,50.869385,-1.257348,101,10,30,0,1412580104.071,1,4,
44,50.869384,-1.257343,101,10,30,0,1412580105.08,1,4,
44,50.869384,-1.25734,101,10,30,0,1412580106.098,1,4,
44,50.869385,-1.257349,101,10,30,0,1412580107.074,1,4,
44,50.869385,-1.257346,101,10,30,0,1412580108.073,1,4,
44,50.869385,-1.257346,101,10,30,0,1412580109.097,1,4,
44,50.869385,-1.257346,101,10,30,0,1412580110.084,1,4,
44,50.869385,-1.257346,101,10,30,0,1412580111.109,1,4,
44,50.869385,-1.257344,101,10,30,0,1412580112.093,1,4,
44,50.869385,-1.257345,101,10,30,0,1412580113.079,1,4,
44,50.869385,-1.257345,101,10,30,0,1412580114.078,1,4,
44,50.869385,-1.257344,101,10,30,0,1412580115.072,1,4,
43,50.869385,-1.257345,101,10,30,0,1412580116.073,1,4,
43,50.869385,-1.257346,101,10,30,0,1412580117.073,1,4,
44,50.869385,-1.257347,101,10,30,0,1412580118.084,1,4,
44,50.869385,-1.257346,101,10,30,0,1412580119.078,1,4,
45,50.869385,-1.257346,101,10,30,0,1412580120.083,1,4,
45,50.869385,-1.257347,101,10,30,0,1412580121.086,1,4,
45,50.869385,-1.257345,101,10,30,0,1412580122.099,1,4,
45,50.869385,-1.257348,101,10,30,0,1412580123.059,1,4,
45,50.869383,-1.257335,101,10,30,0.68,1412580124.1,1,4,
45,50.869384,-1.257336,101,10,30,0,1412580125.12,1,4,
44,50.869384,-1.257338,101,10,30,0,1412580126.132,1,4,
44,50.869384,-1.257336,101,10,30,0,1412580127.098,1,4,
44,50.869384,-1.257336,101,10,30,0,1412580128.119,1,4,
44,50.869383,-1.257331,101,10,30,0,1412580129.112,1,4,
44,50.869383,-1.257333,101,10,30,0,1412580130.092,1,4,
45,50.869369,-1.257268,101,10,30,2.48,1412580131.095,1,4,
45,50.869367,-1.25723,102,10,30,2.65,1412580132.084,1,4,
45,50.86936,-1.257184,102,10,30,3.15,1412580133.072,1,4,
45,50.869343,-1.257102,106,10,30,3.99,1412580134.086,1,4,
45,50.869329,-1.257015,113,10,30,5.07,1412580135.094,1,4,
44,50.869311,-1.256944,113,10,30,5.09,1412580136.09,1,4,
44,50.869238,-1.256679,110,10,30,10.35,1412580137.08,1,4,
43,50.869211,-1.256546,110,10,30,9.83,1412580138.081,1,4,
43,50.869171,-1.256414,110,10,30,10.9,1412580139.079,1,4,
43,50.869136,-1.256278,109,10,30,10.89,1412580140.072,1,4,
44,50.869093,-1.256112,101,10,30,10.14,1412580141.096,1,3,
44,50.869074,-1.255975,86,10,30,9.97,1412580142.086,1,3,
43,50.869075,-1.255967,86,10,30,6.81,1412580143.076,1,4,
43,50.869075,-1.255969,86,10,30,5.18,1412580144.109,1,4,
44,50.869075,-1.25597,86,10,30,2.27,1412580145.129,1,4,
43,50.869082,-1.255913,76,10,30,0.82,1412580146.081,1,4,
43,50.869083,-1.25591,76,10,30,0,1412580147.086,1,4,
43,50.869082,-1.25591,76,10,30,0,1412580148.077,1,4,
43,50.869082,-1.25591,76,10,30,0,1412580149.074,1,4,
43,50.869081,-1.255917,76,10,30,0,1412580150.07,1,4,
43,50.869082,-1.255911,76,10,30,0,1412580151.075,1,4,
43,50.869083,-1.25591,76,10,30,0,1412580152.082,1,4,
43,50.869082,-1.255914,76,10,30,0,1412580153.064,1,4,
43,50.869082,-1.255911,76,10,30,0,1412580154.06,1,4,
43,50.869082,-1.255914,76,10,30,0,1412580155.063,1,4,
43,50.869082,-1.255911,76,10,30,0,1412580156.058,1,4,
43,50.869081,-1.255917,76,10,30,0,1412580157.09,1,4,
43,50.869082,-1.255912,76,10,30,0,1412580158.075,1,4,
43,50.869094,-1.255956,76,10,30,0,1412580159.092,1,4,
43,50.869098,-1.255958,76,10,30,0,1412580160.136,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580161.097,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580162.083,1,4,
43,50.869097,-1.255963,76,10,30,0,1412580163.073,1,4,
43,50.869097,-1.255961,76,10,30,0,1412580164.071,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580165.078,1,4,
42,50.869097,-1.255962,76,10,30,0,1412580166.083,1,4,
42,50.869098,-1.255961,76,10,30,0,1412580167.086,1,4,
42,50.869097,-1.255963,76,10,30,0,1412580168.063,1,4,
43,50.869098,-1.255957,76,10,30,0,1412580169.062,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580170.078,1,4,
43,50.869098,-1.255961,76,10,30,0,1412580171.075,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580172.092,1,4,
43,50.869097,-1.255963,76,10,30,0,1412580173.092,1,4,
43,50.869098,-1.25596,76,10,30,0,1412580174.074,1,4,
44,50.869097,-1.255963,76,10,30,0,1412580175.069,1,4,
44,50.869097,-1.255961,76,10,30,0,1412580176.076,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580177.08,1,4,
43,50.869097,-1.255963,76,10,30,0,1412580178.076,1,4,
44,50.869097,-1.255963,76,10,30,0,1412580179.077,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580180.076,1,4,
43,50.869098,-1.255956,76,10,30,0,1412580181.061,1,4,
43,50.869097,-1.255963,76,10,30,0,1412580182.085,1,4,
43,50.869098,-1.255956,76,10,30,0,1412580183.1,1,4,
43,50.869098,-1.255961,76,10,30,0,1412580184.079,1,4,
43,50.869097,-1.255963,76,10,30,0,1412580185.077,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580186.085,1,4,
43,50.869097,-1.255962,76,10,30,0,1412580187.073,1,4,
43,50.869095,-1.25596,76,10,30,2.54,1412580188.076,1,4,
43,50.86908,-1.255939,76,10,30,2.78,1412580189.09,1,4,
44,50.869084,-1.255903,72,5,30,2.91,1412580190.089,1,4,
43,50.869108,-1.255792,70,5,30,8.75,1412580191.14,1,4,
44,50.869175,-1.255698,35,5,30,9.69,1412580192.153,1,4,
44,50.869283,-1.255577,35,5,30,13.42,1412580193.15,1,3,
45,50.869378,-1.255433,48,5,30,14.36,1412580194.145,1,3,
45,50.869476,-1.255279,48,5,30,15.18,1412580195.089,1,3,
45,50.869539,-1.255115,53,5,30,15.63,1412580196.083,1,3,
46,50.869609,-1.254925,51,5,30,15.58,1412580197.089,1,3,
46,50.869699,-1.254793,41,5,30,14.41,1412580198.089,1,3,
46,50.869823,-1.254652,26,5,30,15.1,1412580199.089,1,3,
47,50.869991,-1.254567,15,5,30,17.35,1412580200.095,1,3,
47,50.870205,-1.254501,15,5,30,17.879999,1412580201.081,1,3,
47,50.870363,-1.254431,15,5,30,18.23,1412580202.131,1,3,
47,50.87051,-1.254367,15,5,30,17.639999,1412580203.123,1,3,
48,50.870664,-1.254293,15,5,30,17.940001,1412580204.121,1,3,
48,50.87082,-1.254225,15,5,30,17.91,1412580205.082,1,3,
48,50.870981,-1.254155,15,5,30,18.690001,1412580206.131,1,3,
48,50.871143,-1.254075,14,5,30,18.84,1412580207.133,1,3,
48,50.871305,-1.254005,14,5,30,18.42,1412580208.089,1,3,
48,50.871465,-1.253918,14,5,30,17.83,1412580209.098,1,3,
48,50.871614,-1.253856,14,5,30,17.34,1412580210.112,1,3,
48,50.871754,-1.253796,14,5,30,16.35,1412580211.124,1,3,
48,50.871906,-1.253732,14,5,30,15.88,1412580212.128,1,3,
47,50.872048,-1.253672,14,5,30,14.58,1412580213.124,1,3,
47,50.872205,-1.253619,14,5,30,13.71,1412580214.121,1,3,
47,50.872317,-1.253567,14,5,30,12.65,1412580215.112,1,3,
46,50.872432,-1.253522,14,5,30,11.66,1412580216.117,1,3,
45,50.872539,-1.253507,14,5,30,10.18,1412580217.124,1,3,
45,50.872613,-1.253482,13,5,30,8.08,1412580218.142,1,3,
44,50.872672,-1.25346,13,5,30,6.02,1412580219.154,1,3,
44,50.872712,-1.25344,13,5,30,3.5,1412580220.108,1,3,
44,50.872724,-1.253434,13,5,30,1.62,1412580221.11,1,3,
44,50.872729,-1.253438,13,5,30,0.56,1412580222.105,1,3,
44,50.872723,-1.253436,13,5,30,0.49,1412580223.106,1,3,
44,50.872719,-1.25344,13,5,30,0.23,1412580224.132,1,3,
44,50.872721,-1.253463,13,5,30,0.2,1412580225.155,1,3,
44,50.872719,-1.253463,13,5,30,0.19,1412580226.141,1,3,
43,50.872714,-1.253465,13,5,30,0.21,1412580227.117,1,3,
44,50.872713,-1.253466,13,5,30,0,1412580228.117,1,3,
44,50.872714,-1.253465,13,5,30,0,1412580229.118,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580230.117,1,3,
44,50.872713,-1.253466,13,5,30,0.24,1412580231.116,1,3,
44,50.872711,-1.253467,13,5,30,0.15,1412580232.114,1,3,
44,50.872712,-1.253466,13,5,30,0,1412580233.137,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580234.151,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580235.156,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580236.123,1,3,
44,50.872713,-1.253466,13,5,30,0,1412580237.125,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580238.176,1,3,
44,50.872711,-1.253466,13,5,30,0,1412580239.103,1,3,
44,50.872714,-1.253465,13,5,30,0,1412580240.158,1,3,
44,50.872704,-1.253469,13,5,30,0.15,1412580241.205,1,4,
44,50.872706,-1.253469,13,5,30,0.22,1412580242.102,1,4,
44,50.872698,-1.253472,13,5,30,0.31,1412580243.124,1,3,
43,50.872694,-1.253473,13,5,30,0.28,1412580244.176,1,4,
43,50.872695,-1.253473,13,5,30,0.33,1412580245.095,1,4,
43,50.872701,-1.25347,13,5,30,0.31,1412580246.124,1,4,
44,50.8727,-1.25347,13,5,30,0.26,1412580247.147,1,4,
44,50.872699,-1.253471,13,5,30,0.23,1412580248.18,1,4,
44,50.872699,-1.253471,13,5,30,0,1412580249.206,1,4,
44,50.872699,-1.253471,13,5,30,0,1412580250.177,1,4,
44,50.872697,-1.253472,13,5,30,0,1412580251.181,1,4,
44,50.872694,-1.253473,13,5,30,0,1412580252.187,1,4,
44,50.872696,-1.253472,13,5,30,0.15,1412580253.199,1,4,
44,50.872694,-1.253473,13,5,30,0.19,1412580254.118,1,4,
44,50.872691,-1.253474,13,5,30,0.26,1412580255.138,1,4,
44,50.872682,-1.253478,13,5,30,0.32,1412580256.138,1,4,
44,50.872683,-1.253477,13,5,30,0,1412580257.163,1,4,
45,50.87268,-1.253478,13,5,30,0.22,1412580258.133,1,4,
45,50.872684,-1.253432,13,5,30,1.93,1412580259.117,1,4,
44,50.872718,-1.253409,13,5,30,4.61,1412580260.111,1,4,
44,50.872782,-1.253382,13,5,30,6.22,1412580261.088,1,4,
44,50.872852,-1.25335,12,5,30,8.37,1412580262.177,1,4,
44,50.872932,-1.253318,12,5,30,9.14,1412580263.138,1,4,
44,50.873022,-1.253286,12,5,30,10.34,1412580264.148,1,3,
43,50.873115,-1.253258,9,5,30,9.87,1412580265.176,1,3,
43,50.87322,-1.253235,3,5,30,9.47,1412580266.162,1,3,
42,50.873301,-1.253231,0,5,30,9.07,1412580267.162,1,3,
42,50.873389,-1.253253,347,5,30,8.39,1412580268.121,1,3,
42,50.87346,-1.253287,347,5,30,7.71,1412580269.098,1,3,
42,50.873528,-1.253331,344,5,30,7.05,1412580270.103,1,3,
41,50.873608,-1.253396,334,5,30,6.97,1412580271.08,1,3,
41,50.873636,-1.253442,334,5,30,7.3,1412580272.067,1,3,
41,50.873694,-1.253498,334,5,30,8.14,1412580273.106,1,3,
41,50.873764,-1.253548,334,5,30,8.25,1412580274.097,1,3,
41,50.873789,-1.253545,334,5,30,8.72,1412580275.097,1,3,
41,50.873914,-1.253575,0,5,30,8.4,1412580276.081,1,3,
41,50.873994,-1.253582,2,5,30,9.02,1412580277.074,1,3,
41,50.874107,-1.253538,15,5,30,11.03,1412580278.108,1,3,
41,50.874204,-1.253491,17,5,30,11.26,1412580279.151,1,3,
41,50.874287,-1.253443,17,5,30,12.12,1412580280.144,1,3,
41,50.874386,-1.253385,18,5,30,12.17,1412580281.182,1,3,
41,50.87449,-1.253323,21,5,30,11.85,1412580282.197,1,3,
40,50.874588,-1.253264,23,5,30,11.49,1412580283.217,1,3,
40,50.874683,-1.253207,23,5,30,10.85,1412580284.109,1,3,
39,50.874762,-1.253156,23,5,30,9.8,1412580285.175,1,3,
39,50.874834,-1.253093,23,5,30,8.84,1412580286.105,1,3,
39,50.8749,-1.253015,28,5,30,6.35,1412580287.071,1,4,
39,50.874944,-1.252951,34,5,30,4.11,1412580288.084,1,3,
39,50.874944,-1.252934,34,5,30,2.96,1412580289.078,1,3,
39,50.874973,-1.252909,67,5,30,2.6,1412580290.076,1,3,
38,50.87498,-1.252882,67,5,30,2.21,1412580291.078,1,4,
38,50.874987,-1.252856,67,5,30,1.61,1412580292.085,1,4,
38,50.87499,-1.252844,67,5,30,0.68,1412580293.104,1,4,
38,50.87499,-1.252843,67,5,30,0,1412580294.157,1,4,
38,50.874989,-1.252845,67,5,30,0,1412580295.15,1,4,
38,50.874989,-1.252845,67,5,30,0,1412580296.153,1,4,
39,50.87499,-1.252844,67,5,30,0,1412580297.152,1,4,
39,50.87499,-1.252843,67,5,30,0,1412580298.104,1,4,
39,50.874997,-1.252822,67,5,30,1.03,1412580299.092,1,4,
39,50.875009,-1.252787,67,5,30,3.14,1412580300.162,1,4,
39,50.875028,-1.252735,67,5,30,4.97,1412580301.169,1,3,
39,50.87505,-1.252647,67,5,30,7,1412580302.081,1,3,
39,50.875046,-1.252626,67,5,30,8.61,1412580303.068,1,3,
38,50.875085,-1.252393,79,5,30,10.73,1412580304.068,1,3,
38,50.87509,-1.25224,79,5,30,11.11,1412580305.082,1,4,
38,50.875071,-1.252077,109,5,30,11.25,1412580306.079,1,4,
38,50.875025,-1.251916,117,5,30,10.92,1412580307.075,1,4,
38,50.874972,-1.251809,131,5,30,10.9,1412580308.075,1,4,
38,50.874903,-1.251703,146,5,30,11.24,1412580309.089,1,3,
39,50.874815,-1.251614,154,5,30,11.44,1412580310.102,1,4,
39,50.874712,-1.251539,155,5,30,12.19,1412580311.143,1,3,
39,50.874677,-1.251508,155,5,30,12.85,1412580312.13,1,3,
40,50.874514,-1.251359,143,5,30,13.27,1412580313.152,1,3,
40,50.874423,-1.251225,127,5,30,13.76,1412580314.141,1,3,
40,50.874345,-1.251063,127,5,30,14.56,1412580315.081,1,3,
40,50.874262,-1.250885,123,5,30,16.08,1412580316.069,1,3,
39,50.874185,-1.250681,119,5,30,16.93,1412580317.098,1,3,
39,50.874107,-1.250463,119,5,30,17.809999,1412580318.083,1,3,
39,50.874026,-1.250235,119,5,30,19.129999,1412580319.083,1,3,
38,50.873941,-1.249993,119,5,30,19.790001,1412580320.064,1,3,
37,50.873846,-1.249728,119,5,30,20.85,1412580321.072,1,3,
36,50.873753,-1.249466,119,5,30,21.85,1412580322.071,1,3,
36,50.873655,-1.249192,119,5,30,22.41,1412580323.074,1,3,
36,50.873555,-1.248911,119,5,30,22.23,1412580324.081,1,4,
36,50.873462,-1.248649,119,5,30,21.700001,1412580325.123,1,4,
36,50.873365,-1.248376,119,5,30,21.51,1412580326.197,1,4,
37,50.873269,-1.248107,119,5,30,21.6,1412580327.15,1,3,
37,50.873163,-1.247839,123,5,30,22.09,1412580328.128,1,3,
37,50.873054,-1.247574,123,5,30,22.690001,1412580329.145,1,3,
37,50.872939,-1.247293,122,5,30,23.33,1412580330.129,1,4,
38,50.872825,-1.247011,123,5,30,23.950001,1412580331.177,1,6,
38,50.872708,-1.246737,125,5,30,24.290001,1412580332.19,1,6,
38,50.872575,-1.246457,127,5,30,24.959999,1412580333.176,1,6,
37,50.872453,-1.246167,128,5,30,25.290001,1412580334.189,1,6,
37,50.87234,-1.245839,120,5,30,25.32,1412580335.143,1,6,
37,50.872221,-1.245537,120,5,30,25.18,1412580336.081,1,6,
38,50.87209,-1.245237,120,5,30,25,1412580337.082,1,6,
38,50.871966,-1.244937,120,5,30,25.059999,1412580338.176,1,6,
38,50.871842,-1.244641,120,5,30,25.280001,1412580339.184,1,6,
38,50.871724,-1.244323,120,5,30,24.889999,1412580340.181,1,6,
38,50.871609,-1.244027,119,5,30,24.26,1412580341.17,1,6,
38,50.871508,-1.243733,119,5,30,23.18,1412580342.143,1,6,
38,50.871403,-1.243446,118,5,30,22.540001,1412580343.174,1,6,
38,50.8713,-1.243166,118,5,30,22.41,1412580344.158,1,6,
38,50.871213,-1.242889,118,5,30,22.360001,1412580345.132,1,6,
37,50.871081,-1.242561,117,5,30,23.16,1412580346.124,1,6,
38,50.870987,-1.242307,117,5,30,22.299999,1412580347.118,1,6,
38,50.870887,-1.242022,116,5,30,22.450001,1412580348.112,1,6,
38,50.870812,-1.241769,115,5,30,22.639999,1412580349.1,1,6,
38,50.870715,-1.241466,115,5,30,22.65,1412580350.1,1,6,
38,50.870622,-1.241174,115,5,30,23.27,1412580351.114,1,6,
38,50.870535,-1.240851,115,5,30,24.379999,1412580352.103,1,6,
39,50.87044,-1.240565,115,5,30,23.469999,1412580353.098,1,6,
38,50.870344,-1.24025,115,5,30,23.790001,1412580354.118,1,6,
38,50.87026,-1.239974,115,5,30,23.49,1412580355.117,1,6,
38,50.870165,-1.239664,115,5,30,23.67,1412580356.113,1,6,
39,50.87008,-1.23936,113,5,30,23.67,1412580357.108,1,6,
38,50.870001,-1.239068,113,5,30,23.370001,1412580358.083,1,6,
38,50.86992,-1.238765,113,5,30,23.219999,1412580359.106,1,6,
37,50.869845,-1.238437,113,5,30,23.48,1412580360.119,1,6,
37,50.869765,-1.238147,112,5,30,23.66,1412580361.176,1,6,
36,50.869695,-1.237808,112,5,30,23.76,1412580362.115,1,6,
35,50.869609,-1.237494,111,5,30,23.940001,1412580363.11,1,6,
35,50.869528,-1.237174,111,5,30,23.93,1412580364.066,1,6,
34,50.869433,-1.236852,110,5,30,24.26,1412580365.078,1,6,
34,50.869354,-1.236538,110,5,30,24.25,1412580366.079,1,6,
34,50.869282,-1.236198,109,5,30,24.959999,1412580367.085,1,6,
33,50.869205,-1.235855,109,5,30,25.290001,1412580368.103,1,6,
32,50.869131,-1.235512,110,5,30,24.93,1412580369.086,1,6,
32,50.86905,-1.235173,109,5,30,25.110001,1412580370.11,1,6,
32,50.868979,-1.234843,108,5,30,25.26,1412580371.12,1,6,
32,50.868902,-1.234488,108,5,30,25.58,1412580372.109,1,6,
32,50.868845,-1.23415,107,5,30,25.66,1412580373.09,1,6,
32,50.868782,-1.233789,107,5,30,25.700001,1412580374.092,1,6,
32,50.86872,-1.233427,105,5,30,26.370001,1412580375.098,1,6,
30,50.868639,-1.233065,105,5,30,26.629999,1412580376.112,1,6,
30,50.868572,-1.23271,105,5,30,26.57,1412580377.095,1,6,
29,50.868505,-1.232346,105,5,30,26.84,1412580378.083,1,6,
29,50.868448,-1.231969,106,5,30,27.280001,1412580379.092,1,6,
29,50.868393,-1.231595,104,5,30,27.23,1412580380.102,1,6,
28,50.868338,-1.231217,103,5,30,27.07,1412580381.117,1,6,
27,50.868287,-1.230837,103,5,30,26.99,1412580382.107,1,6,
26,50.868234,-1.230459,102,5,30,26.77,1412580383.092,1,6,
26,50.868185,-1.230093,102,5,30,26.610001,1412580384.088,1,4,
25,50.868139,-1.229732,101,5,30,26.41,1412580385.103,1,4,
25,50.868101,-1.229363,100,5,30,26.42,1412580386.117,1,4,
25,50.868068,-1.229,100,5,30,26.57,1412580387.1,1,4,
24,50.868032,-1.228647,100,5,30,26.549999,1412580388.088,1,4,
24,50.867996,-1.228304,100,5,30,26.26,1412580389.094,1,4,
24,50.867958,-1.227921,100,5,30,26.18,1412580390.094,1,4,
23,50.867924,-1.227556,99,5,30,26.48,1412580391.107,1,4,
23,50.867891,-1.227178,98,5,30,26.620001,1412580392.11,1,4,
22,50.867844,-1.226805,98,5,30,26.540001,1412580393.114,1,4,
22,50.867807,-1.226436,96,5,30,25.99,1412580394.093,1,4,
21,50.867768,-1.226073,96,5,30,26.209999,1412580395.079,1,4,
21,50.86774,-1.225708,96,5,30,25.959999,1412580396.093,1,4,
22,50.867705,-1.22535,96,5,30,25.5,1412580397.117,1,4,
